Step,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward__MIN,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward__MAX,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward__MIN,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward__MAX
103,0.9600000000000006,0.9600000000000006,0.9600000000000006,,,
298,0.9000000000000005,0.9000000000000005,0.9000000000000005,,,
477,1.2000000000000008,1.2000000000000008,1.2000000000000008,,,
646,1.0500000000000007,1.0500000000000007,1.0500000000000007,,,
841,1.440000000000001,1.440000000000001,1.440000000000001,,,
1036,1.430000000000001,1.430000000000001,1.430000000000001,,,
1217,1.0500000000000007,1.0500000000000007,1.0500000000000007,,,
1394,1.500000000000001,1.500000000000001,1.500000000000001,,,
1591,1.6200000000000012,1.6200000000000012,1.6200000000000012,,,
1766,1.360000000000001,1.360000000000001,1.360000000000001,,,
1937,0.9800000000000004,0.9800000000000004,0.9800000000000004,,,
2462,5.049999999999984,5.049999999999984,5.049999999999984,,,
2645,1.2000000000000006,1.2000000000000006,1.2000000000000006,,,
2842,1.2000000000000006,1.2000000000000006,1.2000000000000006,,,
3031,0.7600000000000005,0.7600000000000005,0.7600000000000005,,,
3238,1.2500000000000009,1.2500000000000009,1.2500000000000009,,,
3431,0.9300000000000006,0.9300000000000006,0.9300000000000006,,,
3620,1.2100000000000009,1.2100000000000009,1.2100000000000009,,,
3829,1.2500000000000009,1.2500000000000009,1.2500000000000009,,,
4002,1.0400000000000005,1.0400000000000005,1.0400000000000005,,,
4171,1.0500000000000007,1.0500000000000007,1.0500000000000007,,,
4456,3.129999999999992,3.129999999999992,3.129999999999992,,,
4657,0.9100000000000006,0.9100000000000006,0.9100000000000006,,,
4880,1.770000000000001,1.770000000000001,1.770000000000001,,,
5077,1.3800000000000008,1.3800000000000008,1.3800000000000008,,,
5254,0.8100000000000005,0.8100000000000005,0.8100000000000005,,,
5443,0.9600000000000006,0.9600000000000006,0.9600000000000006,,,
5644,1.5000000000000009,1.5000000000000009,1.5000000000000009,,,
5821,0.8800000000000006,0.8800000000000006,0.8800000000000006,,,
6018,1.2300000000000006,1.2300000000000006,1.2300000000000006,,,
6215,0.9900000000000004,0.9900000000000004,0.9900000000000004,,,
6738,6.649999999999963,6.649999999999963,6.649999999999963,,,
6931,0.8900000000000006,0.8900000000000006,0.8900000000000006,,,
7244,2.88999999999999,2.88999999999999,2.88999999999999,,,
7417,0.9100000000000006,0.9100000000000006,0.9100000000000006,,,
7630,1.2900000000000007,1.2900000000000007,1.2900000000000007,,,
7811,1.1300000000000008,1.1300000000000008,1.1300000000000008,,,
8418,9.609999999999951,9.609999999999951,9.609999999999951,,,
8611,0.8100000000000004,0.8100000000000004,0.8100000000000004,,,
8808,0.9400000000000006,0.9400000000000006,0.9400000000000006,,,
9259,5.069999999999971,5.069999999999971,5.069999999999971,,,
9460,1.0400000000000005,1.0400000000000005,1.0400000000000005,,,
9653,1.0300000000000007,1.0300000000000007,1.0300000000000007,,,
9986,2.879999999999993,2.879999999999993,2.879999999999993,,,
10517,5.70999999999997,5.70999999999997,5.70999999999997,,,
10714,0.9400000000000006,0.9400000000000006,0.9400000000000006,,,
10911,1.1100000000000008,1.1100000000000008,1.1100000000000008,,,
11108,0.9500000000000006,0.9500000000000006,0.9500000000000006,,,
11715,8.799999999999965,8.799999999999965,8.799999999999965,,,
11908,0.7900000000000005,0.7900000000000005,0.7900000000000005,,,
12515,7.159999999999961,7.159999999999961,7.159999999999961,,,
12696,1.1500000000000008,1.1500000000000008,1.1500000000000008,,,
13137,5.1399999999999775,5.1399999999999775,5.1399999999999775,,,
13338,1.2900000000000007,1.2900000000000007,1.2900000000000007,,,
13539,1.1600000000000008,1.1600000000000008,1.1600000000000008,,,
13712,1.0200000000000005,1.0200000000000005,1.0200000000000005,,,
13889,1.0600000000000007,1.0600000000000007,1.0600000000000007,,,
14064,1.2200000000000009,1.2200000000000009,1.2200000000000009,,,
14447,6.389999999999981,6.389999999999981,6.389999999999981,,,
14628,0.9000000000000005,0.9000000000000005,0.9000000000000005,,,
14821,1.520000000000001,1.520000000000001,1.520000000000001,,,
15428,9.929999999999955,9.929999999999955,9.929999999999955,,,
15751,3.67999999999999,3.67999999999999,3.67999999999999,,,
15932,1.0800000000000003,1.0800000000000003,1.0800000000000003,,,
16117,1.4000000000000008,1.4000000000000008,1.4000000000000008,,,
16314,0.6900000000000004,0.6900000000000004,0.6900000000000004,,,
16479,0.9200000000000004,0.9200000000000004,0.9200000000000004,,,
16672,1.5800000000000007,1.5800000000000007,1.5800000000000007,,,
17279,8.869999999999962,8.869999999999962,8.869999999999962,,,
17444,0.7500000000000004,0.7500000000000004,0.7500000000000004,,,
17613,1.270000000000001,1.270000000000001,1.270000000000001,,,
17944,4.449999999999982,4.449999999999982,4.449999999999982,,,
18141,1.0400000000000005,1.0400000000000005,1.0400000000000005,,,
18314,1.1900000000000006,1.1900000000000006,1.1900000000000006,,,
18511,1.770000000000001,1.770000000000001,1.770000000000001,,,
18784,3.239999999999994,3.239999999999994,3.239999999999994,,,
19005,2.5499999999999954,2.5499999999999954,2.5499999999999954,,,
19612,7.069999999999974,7.069999999999974,7.069999999999974,,,
19809,1.0400000000000007,1.0400000000000007,1.0400000000000007,,,
20228,5.399999999999986,5.399999999999986,5.399999999999986,,,
20437,2.2899999999999983,2.2899999999999983,2.2899999999999983,,,
20744,2.619999999999992,2.619999999999992,2.619999999999992,,,
20917,1.0300000000000005,1.0300000000000005,1.0300000000000005,,,
21214,2.919999999999992,2.919999999999992,2.919999999999992,,,
21417,1.4900000000000009,1.4900000000000009,1.4900000000000009,,,
21598,1.1100000000000003,1.1100000000000003,1.1100000000000003,,,
21767,0.9000000000000006,0.9000000000000006,0.9000000000000006,,,
21964,1.0700000000000007,1.0700000000000007,1.0700000000000007,,,
22153,1.490000000000001,1.490000000000001,1.490000000000001,,,
22318,1.0300000000000007,1.0300000000000007,1.0300000000000007,,,
22495,0.9800000000000006,0.9800000000000006,0.9800000000000006,,,
22802,2.259999999999995,2.259999999999995,2.259999999999995,,,
23003,0.6400000000000003,0.6400000000000003,0.6400000000000003,,,
23388,3.669999999999988,3.669999999999988,3.669999999999988,,,
23867,6.209999999999968,6.209999999999968,6.209999999999968,,,
24052,1.0000000000000004,1.0000000000000004,1.0000000000000004,,,
24225,0.7700000000000005,0.7700000000000005,0.7700000000000005,,,
24678,4.8699999999999815,4.8699999999999815,4.8699999999999815,,,
25239,11.12999999999996,11.12999999999996,11.12999999999996,,,
25760,7.159999999999967,7.159999999999967,7.159999999999967,,,
107,,,,0.8700000000000004,0.8700000000000004,0.8700000000000004
434,,,,5.539999999999983,5.539999999999983,5.539999999999983
647,,,,1.3500000000000008,1.3500000000000008,1.3500000000000008
818,,,,0.8300000000000005,0.8300000000000005,0.8300000000000005
989,,,,0.4200000000000002,0.4200000000000002,0.4200000000000002
1158,,,,0.7000000000000004,0.7000000000000004,0.7000000000000004
1403,,,,2.679999999999993,2.679999999999993,2.679999999999993
1596,,,,1.0800000000000003,1.0800000000000003,1.0800000000000003
1861,,,,1.9000000000000012,1.9000000000000012,1.9000000000000012
2038,,,,1.340000000000001,1.340000000000001,1.340000000000001
2371,,,,3.869999999999996,3.869999999999996,3.869999999999996
2572,,,,1.0800000000000007,1.0800000000000007,1.0800000000000007
2737,,,,1.1300000000000008,1.1300000000000008,1.1300000000000008
2938,,,,1.310000000000001,1.310000000000001,1.310000000000001
3545,,,,6.609999999999979,6.609999999999979,6.609999999999979
3716,,,,1.0400000000000007,1.0400000000000007,1.0400000000000007
3885,,,,1.0700000000000007,1.0700000000000007,1.0700000000000007
4294,,,,5.399999999999969,5.399999999999969,5.399999999999969
4483,,,,1.0300000000000007,1.0300000000000007,1.0300000000000007
4772,,,,2.609999999999996,2.609999999999996,2.609999999999996
4937,,,,0.8200000000000004,0.8200000000000004,0.8200000000000004
5130,,,,1.0700000000000007,1.0700000000000007,1.0700000000000007
5737,,,,8.809999999999958,8.809999999999958,8.809999999999958
5946,,,,1.320000000000001,1.320000000000001,1.320000000000001
6307,,,,3.469999999999991,3.469999999999991,3.469999999999991
6500,,,,1.430000000000001,1.430000000000001,1.430000000000001
6681,,,,1.2900000000000007,1.2900000000000007,1.2900000000000007
6982,,,,2.190000000000001,2.190000000000001,2.190000000000001
7589,,,,11.88999999999995,11.88999999999995,11.88999999999995
7778,,,,1.3400000000000007,1.3400000000000007,1.3400000000000007
7953,,,,1.1900000000000006,1.1900000000000006,1.1900000000000006
8162,,,,0.9400000000000006,0.9400000000000006,0.9400000000000006
8335,,,,0.7700000000000005,0.7700000000000005,0.7700000000000005
8514,,,,0.9000000000000005,0.9000000000000005,0.9000000000000005
8715,,,,0.9800000000000006,0.9800000000000006,0.9800000000000006
8952,,,,1.0800000000000007,1.0800000000000007,1.0800000000000007
9197,,,,4.089999999999989,4.089999999999989,4.089999999999989
9366,,,,1.5400000000000007,1.5400000000000007,1.5400000000000007
9537,,,,0.7100000000000004,0.7100000000000004,0.7100000000000004
10144,,,,9.779999999999967,9.779999999999967,9.779999999999967
10473,,,,3.489999999999984,3.489999999999984,3.489999999999984
10790,,,,3.1599999999999917,3.1599999999999917,3.1599999999999917
10971,,,,2.429999999999998,2.429999999999998,2.429999999999998
11264,,,,3.5599999999999934,3.5599999999999934,3.5599999999999934
11533,,,,3.9299999999999904,3.9299999999999904,3.9299999999999904
12140,,,,12.15999999999995,12.15999999999995,12.15999999999995
12311,,,,0.9300000000000004,0.9300000000000004,0.9300000000000004
12480,,,,0.8900000000000006,0.8900000000000006,0.8900000000000006
